what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1301949859400
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1301949859414
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1301949859430
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1301949859447
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1301949859455
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1301949859468
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1301949859485
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1301949859498
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1301949859514
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1301949859527
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1301949859539
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1301949859570
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1301949859573
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1301949859591
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1301949859600
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1301949859617
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1301949859637
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1301949859651
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1301949859670
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1301949859685
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1301949859696
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1301949859696
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1301949859709
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1301949859725
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1301949859741
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1301949859755
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1301949859772
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1301949859790
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1301949859791
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1301949859804
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1301949859817
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1301949859837
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1301949859849
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1301949859869
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1301949859891
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1301949859914
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1301949859927
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1301949859940
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1301949859954
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1301949859954
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1301949859969
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1301949859997
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1301949860019
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1301949860032
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1301949860051
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1301949860093
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1301949860113
os,sysinfo,,,"win32",1301949860115
arch,sysinfo,,,"x86",1301949860115
ws,sysinfo,,,"win32",1301949860115
locale,sysinfo,,,"en_US",1301949860115
processors,sysinfo,,,"2",1301949860115
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1301949860115
java.runtime.version,sysinfo,,,"1.6.0_21-b06",1301949860115
java.specification.name,sysinfo,,,"Java Platform API Specification",1301949860115
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1301949860115
java.specification.version,sysinfo,,,"1.6",1301949860115
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1301949860115
java.version,sysinfo,,,"1.6.0_21",1301949860115
java.vm.info,sysinfo,,,"mixed mode",1301949860115
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1301949860115
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1301949860115
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1301949860115
java.vm.specification.version,sysinfo,,,"1.0",1301949860115
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1301949860115
java.vm.version,sysinfo,,,"17.0-b16",1301949860115
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301949860473
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301949860495
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1301949860520
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301949863035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301949864603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301949865843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301949957280
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301949960744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301949981974
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301949993731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950033959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950034123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950035566
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1301950049848
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1301950049876
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950050979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950067498
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1301950068140
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1301950068162
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1301950070831
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1301950070839
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1301950072023
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1301950072040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950075527
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1301950095294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950096242
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950098209
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950098355
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301950098642
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1301950098731
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950098900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1301950099961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950100328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950101091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950108295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950117002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950131534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950211497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950250201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950273862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950277339
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1301950278183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950305550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950305670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950317459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950317606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950334808
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950340550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950348414
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950366363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950378049
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950413414
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301950435022
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950440526
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950459416
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950459454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950459480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950477231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950507292
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950509391
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950516057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950524584
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301950526439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950529562
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950532654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950532699
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301950532707
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950542762
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950549893
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950549918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950549942
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301950552874
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950558814
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950572115
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950572126
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950572138
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301950574447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950575352
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950585989
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950588114
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950591902
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950612062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950614714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950629251
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301950633121
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950634494
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950641522
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950673276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301950675321
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950681212
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950682798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950685611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950697145
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950718771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950720928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301950731822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301950745570
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950748962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950757431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950758448
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950761937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301950776118
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950781052
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950784202
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950785500
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950801480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301950847732
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1301950847962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950849406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950856322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950861655
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950869952
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1301950891454
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1301950892001
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301950892941
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950897843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950902762
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301950903400
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950904532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301950909124
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301950914080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950916791
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301950918421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301950946328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301950960564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301950963863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951000055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951000191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951006616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951006729
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951014441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951022910
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951072476
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1301951079482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951091860
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951139550
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951164592
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951202819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951219916
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301951225920
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301951231695
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301951240008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301951242823
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301951243784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301951244580
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301951250480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951251717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951279801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301951281450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301951285320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951286842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951294037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301951295788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301951302842
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951304647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951319119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301951320261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301951322615
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951323619
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951335443
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301951336524
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951338550
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301951340910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951342871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951355794
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301951357005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951357835
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951362850
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951395764
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301951399283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951402504
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1301951414807
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1301951414821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301951414841
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1301951422042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301951425047
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1301951427488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301951428698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301951429525
